comment_id,comment,full_comment,topic,domain
comment_7_500,good parking <SEP> positive,the good thing about this location was the Parking,restaurant -> atmosphere,Hotels
comment_7_501,good parking spot <SEP> positive,Get there early to find a good parking spot so you can get out easy ( if you are n't staying for the second film of a double feature ) .,restaurant -> atmosphere,Arts & Entertainment
comment_7_502,good pastries <SEP> positive,"I like to pick up pastries from time to time , namely the pecan roll , but they are good for what they are .",restaurant -> atmosphere,Restaurants
comment_7_503,good place size <SEP> positive,Good place size though,restaurant -> atmosphere,Restaurants
comment_7_504,good reclining seats <SEP> positive,The reclining seats were good .,restaurant -> atmosphere,Arts & Entertainment
comment_7_505,good rooms <SEP> positive,This hotel just opened so rates on rooms are good .,restaurant -> atmosphere,Hotels
comment_7_506,good seats <SEP> positive,Should come early for good seats .,restaurant -> atmosphere,Arts & Entertainment
comment_7_507,good show <SEP> positive,"This show was good , but not as great as I remembered it the first time .",restaurant -> atmosphere,Arts & Entertainment
comment_7_508,good sized screens <SEP> positive,Good sized screens .,restaurant -> atmosphere,Arts & Entertainment
comment_7_509,good stuff <SEP> positive,The good stuff here .  ,restaurant -> atmosphere,Beauty & Spas
comment_7_510,good theater <SEP> positive,This theater was so good that it made me want to move to Scottsdale .,restaurant -> atmosphere,Arts & Entertainment
comment_7_511,good tire <SEP> positive,"While they were running a bit behind when I arrived , they fixed the leak , free of charge , and the tire is as good as new .",restaurant -> atmosphere,Automotive
comment_7_512,good up beat music <SEP> positive,good up beat music .,restaurant -> atmosphere,Restaurants
comment_7_513,good view <SEP> positive,"Every seat has a good view , even the upper deck .",restaurant -> atmosphere,Arts & Entertainment
comment_7_513,good view <SEP> positive,There was not a microwave in my rooms and the view was good the second time around .    ,restaurant -> atmosphere,Hotels
comment_7_514,good wings <SEP> positive,The wings were good but the celery and carrots looked and tasted like they were at least a week old .,restaurant -> atmosphere,Restaurants
comment_7_515,gorgeous collection <SEP> positive,Gorgeous collection of Hopi pottery and katsina dolls .,restaurant -> atmosphere,Arts & Entertainment
comment_7_516,gorgeous corner room <SEP> positive,Gorgeous corner room .,restaurant -> atmosphere,Hotels
comment_7_517,gorgeous decor <SEP> positive,GORGEOUS decor .,restaurant -> atmosphere,Beauty & Spas
comment_7_518,gorgeous hotel <SEP> positive,The hotel itself is gorgeous .,restaurant -> atmosphere,Hotels
comment_7_519,gorgeous makeup <SEP> positive,My daughter had her makeup done by Sway and it was gorgeous .,restaurant -> atmosphere,Beauty & Spas
comment_7_520,gorgeous music <SEP> positive,"This is a very dynamic , with gorgeous music , Incredible   video is all around the stage .",restaurant -> atmosphere,Arts & Entertainment
comment_7_521,gorgeous old hotel <SEP> positive,Gorgeous Old Hotel with a lot of upgrades .,restaurant -> atmosphere,Hotels
comment_7_522,gorgeous view <SEP> positive,We had a room with a gorgeous view of Lake Ontario .,restaurant -> atmosphere,Hotels
comment_7_523,grand old hotel <SEP> positive,It 's a grand old hotel but is shabby and dirty wherever you rest your eyes .  ,restaurant -> atmosphere,Hotels
comment_7_524,grand room <SEP> positive,It is beautiful and grand in the room just like the hotel main areas .,restaurant -> atmosphere,Hotels
comment_7_525,great activity <SEP> positive,A great activity to have a date night or just to escape the heat .,restaurant -> atmosphere,Arts & Entertainment
comment_7_526,great ambiance <SEP> positive,Great ambiance .....,restaurant -> atmosphere,Beauty & Spas
comment_7_527,great amenities <SEP> positive,The amenities in the room were great too !   ,restaurant -> atmosphere,Hotels
comment_7_528,great artist <SEP> positive,Such a great artist ! !,restaurant -> atmosphere,Beauty & Spas
comment_7_529,great artists <SEP> positive,All of the artists here are great !,restaurant -> atmosphere,Beauty & Spas
comment_7_530,great atmosphere inside <SEP> positive,"Great atmosphere inside with music , colors , and black lights .",restaurant -> atmosphere,Arts & Entertainment
comment_7_531,great attention to <SEP> positive,He was fast and had great attention to detail !,restaurant -> atmosphere,Beauty & Spas
comment_7_532,great attitude <SEP> positive,What a great attitude .,restaurant -> atmosphere,Automotive
comment_7_533,great car <SEP> positive,Great car ! ! ! ! !,restaurant -> atmosphere,Automotive
comment_7_534,great casino <SEP> positive,This is a great casino .,restaurant -> atmosphere,Arts & Entertainment
comment_7_535,great color <SEP> positive,"My color looks great and so does the cut , and it 's so soft and ahh",restaurant -> atmosphere,Beauty & Spas
comment_7_536,great communication <SEP> positive,"Great communication from both , even after I bought the car .",restaurant -> atmosphere,Automotive
comment_7_537,great condition room <SEP> positive,The AC in our room was in great condition during a hot weekend .,restaurant -> atmosphere,Hotels
comment_7_538,great couples massage <SEP> positive,Great couples massage .  ,restaurant -> atmosphere,Beauty & Spas
comment_7_539,great decor <SEP> positive,Great decor ( nice but not uppity ) .,restaurant -> atmosphere,Restaurants
comment_7_539,great decor <SEP> positive,"Great decor , they even have coffee ! !  ",restaurant -> atmosphere,Beauty & Spas
comment_7_540,great design <SEP> positive,He was very helpful in the design and offered great suggestions .,restaurant -> atmosphere,Beauty & Spas
comment_7_541,great embassy suites <SEP> positive,GREAT JOB SCOTTSDALE EMBASSY SUITES ! !,restaurant -> atmosphere,Hotels
comment_7_542,great energy <SEP> positive,Great energy .,restaurant -> atmosphere,Restaurants
comment_7_542,great energy <SEP> positive,Great energy !,restaurant -> atmosphere,Arts & Entertainment
comment_7_543,great entertainment <SEP> positive,"Saw the Motown show last year , Went to see the new Jukebox show last week and it was better then the Motown show if that is possible , A hour and a half of great entertainment , and they added a couple of dancers to their show that even makes it better .",restaurant -> atmosphere,Arts & Entertainment
comment_7_544,great environment <SEP> positive,Great environment even though I went with my family/ kids .,restaurant -> atmosphere,Restaurants
comment_7_544,great environment <SEP> positive,Walked in and was greeted to a great environment .,restaurant -> atmosphere,Beauty & Spas
comment_7_545,great experience <SEP> positive,It was a great experience .,restaurant -> atmosphere,Automotive
comment_7_546,great facial <SEP> positive,The facial was great !  ,restaurant -> atmosphere,Beauty & Spas
comment_7_547,great family entertainment <SEP> positive,Great family entertainment to get you out of the Arizona heat for awhile .  ,restaurant -> atmosphere,Arts & Entertainment
comment_7_548,great features pool <SEP> positive,The pool and lagoon / waterfall are both great features .,restaurant -> atmosphere,Hotels
comment_7_549,great feet massage <SEP> positive,Feet massage was also great .,restaurant -> atmosphere,Beauty & Spas
comment_7_550,great flavor selection <SEP> positive,Great flavor selection .,restaurant -> atmosphere,Restaurants
comment_7_551,great for audio player <SEP> positive,The audio player they provided was great for learning more detail about the castle .,restaurant -> atmosphere,Arts & Entertainment
comment_7_552,great for girls night out <SEP> positive,"Great for a girls night out and the closer you sit to the stage , the more fun you have .",restaurant -> atmosphere,Arts & Entertainment
comment_7_553,great game room <SEP> positive,"The pool , common areas , and game room were great !",restaurant -> atmosphere,Hotels
comment_7_554,great hotel <SEP> positive,"great hotel , in the heart of the city .",restaurant -> atmosphere,Hotels
comment_7_555,great hotel rooftop pool <SEP> positive,The hotel rooftop pool was GREAT !,restaurant -> atmosphere,Hotels
comment_7_556,great hotel room <SEP> positive,It 's my prime example on how I would vision a great hotel room too look like .,restaurant -> atmosphere,Hotels
comment_7_557,great late night hang out place <SEP> positive,"If you stay at Mandalay , this is a great after dinner , late night hang out place .  ",restaurant -> atmosphere,Hotels
comment_7_558,great little hotel <SEP> positive,Great little hotel situated next to a park where they have frissbee golf ? !  ,restaurant -> atmosphere,Hotels
comment_7_559,great live music <SEP> positive,The live music has been moved to the bar area which is a great idea .,restaurant -> atmosphere,Restaurants
comment_7_559,great live music <SEP> positive,The live music is great .,restaurant -> atmosphere,Arts & Entertainment
comment_7_560,great local spot <SEP> positive,"They have karaoke on Friday and Saturdays , pool table , darts , jukebox , shuffleboard , beer pong , etc Everything that makes a great local spot !",restaurant -> atmosphere,Restaurants
comment_7_561,great management <SEP> positive,All the staff and management are great .,restaurant -> atmosphere,Restaurants
comment_7_562,great massage <SEP> positive,"My massage therapist Chris Mahana did a great job getting rid of the tension and knots I had in my neck , shoulder , and lower back area .",restaurant -> atmosphere,Beauty & Spas
comment_7_563,great massage therapist <SEP> positive,My husband 's massage therapist was great too,restaurant -> atmosphere,Beauty & Spas
comment_7_564,great music <SEP> positive,They play GREAT music ( the shins ) and have a stage for live music .,restaurant -> atmosphere,Arts & Entertainment
comment_7_565,great music selection <SEP> positive,Great music selection and the lady 's definitely show off their skills .  ,restaurant -> atmosphere,Arts & Entertainment
comment_7_566,great new modern rooms <SEP> positive,"So clean , very well kept , great new modern rooms , and the staff is so nice .",restaurant -> atmosphere,Hotels
comment_7_567,great new restaurant <SEP> positive,Great new restaurant in south Scottsdale .,restaurant -> atmosphere,Restaurants
comment_7_568,great night <SEP> positive,All in all a great night .,restaurant -> atmosphere,Restaurants
comment_7_569,great operation <SEP> positive,Great operation !,restaurant -> atmosphere,Automotive
comment_7_570,great outdoor atmosphere <SEP> positive,Great indoor / outdoor atmosphere .  ,restaurant -> atmosphere,Arts & Entertainment
comment_7_571,great parking <SEP> positive,Parking great .,restaurant -> atmosphere,Arts & Entertainment
comment_7_572,great parking spot <SEP> positive,"Got a great parking spot up front , walked right up and bought my ticket .  ",restaurant -> atmosphere,Arts & Entertainment
comment_7_573,great performance <SEP> positive,Great performance .,restaurant -> atmosphere,Arts & Entertainment
comment_7_574,great performers <SEP> positive,Great Performers !,restaurant -> atmosphere,Arts & Entertainment
comment_7_575,great personalities <SEP> positive,Everyone is very detailed and has great personalities .,restaurant -> atmosphere,Beauty & Spas
comment_7_576,great quality massage <SEP> positive,If anyone needs a great quality massage he 's the man !,restaurant -> atmosphere,Beauty & Spas
comment_7_577,great resort <SEP> positive,This is a great resort and has all the amenities that one would want the only drawback is that it 's about 5 miles from the strip .,restaurant -> atmosphere,Hotels
comment_7_578,great reviews <SEP> positive,I went here for my first time this week on my birthday because of all the great reviews .  ,restaurant -> atmosphere,Restaurants
comment_7_578,great reviews <SEP> positive,It had such great reviews,restaurant -> atmosphere,Beauty & Spas
comment_7_579,great room <SEP> positive,Room was great .,restaurant -> atmosphere,Hotels
comment_7_580,great room renos <SEP> positive,They upgraded me to the new room renos which was great .,restaurant -> atmosphere,Hotels
comment_7_581,great rooms <SEP> positive,"Rooms are great - very clean , modern , and chic .",restaurant -> atmosphere,Hotels
comment_7_582,great sales experience <SEP> positive,Dyan great sales experience for me,restaurant -> atmosphere,Automotive
comment_7_583,great seats <SEP> positive,so we had great seats by the stage .,restaurant -> atmosphere,Arts & Entertainment
comment_7_584,great set up <SEP> positive,The set up was great .,restaurant -> atmosphere,Hotels
comment_7_585,great shop <SEP> positive,This is a great shop .  ,restaurant -> atmosphere,Beauty & Spas
comment_7_586,great show <SEP> positive,A great show that makes you wonder how he did his tricks !,restaurant -> atmosphere,Arts & Entertainment
comment_7_587,great sightlines <SEP> positive,Sightlines are great from all seats .,restaurant -> atmosphere,Arts & Entertainment
comment_7_588,great social media presence <SEP> positive,Tip : They have a great social media presence too .,restaurant -> atmosphere,Hotels
comment_7_589,great spa <SEP> positive,This spa is great .,restaurant -> atmosphere,Hotels
comment_7_590,great spa attendant <SEP> positive,"Nina was great , she was a spa attendant and helped me with anything I needed .",restaurant -> atmosphere,Hotels
comment_7_591,great spot <SEP> positive,Great spot for a perfect cut .,restaurant -> atmosphere,Beauty & Spas
comment_7_592,great style <SEP> positive,Great cut and style .,restaurant -> atmosphere,Beauty & Spas
comment_7_593,great stylist <SEP> positive,"She is super nice , funny , witty , and most important , a great stylist .  ",restaurant -> atmosphere,Beauty & Spas
comment_7_594,great stylists <SEP> positive,"He 's hip , cool and hires great stylists like Jenn .  ",restaurant -> atmosphere,Beauty & Spas
comment_7_595,great team <SEP> positive,Great team at autonation .,restaurant -> atmosphere,Automotive
comment_7_596,great techs <SEP> positive,Mercedes is my go to girl but all the techs here are great .,restaurant -> atmosphere,Beauty & Spas
comment_7_597,great theatre <SEP> positive,Great theatre all around .  ,restaurant -> atmosphere,Arts & Entertainment
comment_7_598,great tickets <SEP> positive,I got great tickets 9 rows up from the bullpen for $ 9 .,restaurant -> atmosphere,Arts & Entertainment
comment_7_599,great time <SEP> positive,All of the kids and adults had a great time .,restaurant -> atmosphere,Arts & Entertainment
comment_7_600,great treatment <SEP> positive,This was pricy compared to our previous dealership but the treatment as a customer was great .  ,restaurant -> atmosphere,Automotive
comment_7_601,great tv setup <SEP> positive,Kevin was a great captain and had the tv setup on point !,restaurant -> atmosphere,Restaurants
comment_7_602,great valet parking <SEP> positive,Valet parking was great ; I never had to wait for my car beyond when I requested it for .,restaurant -> atmosphere,Hotels
comment_7_603,great variety show <SEP> positive,"Omg had so much fun , great variety show .",restaurant -> atmosphere,Arts & Entertainment
comment_7_604,great view <SEP> positive,Great view of the trip .  ,restaurant -> atmosphere,Arts & Entertainment
comment_7_605,great water park <SEP> positive,The water park is great .,restaurant -> atmosphere,Hotels
comment_7_606,great wings <SEP> positive,"The wings are great , meaty and flavorful .  ",restaurant -> atmosphere,Restaurants
comment_7_607,great woman <SEP> positive,"The woman who scheduled my move on the phone was great , super nice and helpful .  ",restaurant -> atmosphere,Automotive
comment_7_608,great work <SEP> positive,Keep up the great work BMW of Henderson !,restaurant -> atmosphere,Automotive
comment_7_608,great work <SEP> positive,Great work !,restaurant -> atmosphere,Beauty & Spas
comment_7_609,greatest salon experiences <SEP> positive,By far one of the greatest salon experiences I 've ever had .,restaurant -> atmosphere,Beauty & Spas
comment_7_610,grungy rooms <SEP> negative,And the rooms are grungy .,restaurant -> atmosphere,Hotels
comment_7_611,happy attitudes <SEP> positive,and I was very happy with their attitudes .,restaurant -> atmosphere,Automotive
comment_7_612,happy parking <SEP> positive,I was so happy with the variety of stores and the amount of parking .,restaurant -> atmosphere,Beauty & Spas
comment_7_613,hard outside <SEP> positive,They were crispy on the outside but hard on the inside .,restaurant -> atmosphere,Restaurants
comment_7_614,hard working attitude <SEP> positive,Appreciate his honesty and hard working attitude .,restaurant -> atmosphere,Automotive
comment_7_615,hardly vacuumed seats <SEP> negative,"After I complained that the seats were hardly vacuumed and a lot of hair remained , the lady told me that their vacuums are n't made to get dog hair off seats and I would need to purchase something else in order to do so .",restaurant -> atmosphere,Automotive
comment_7_616,heavenly beds <SEP> positive,"One word "" heavenly "" beds .",restaurant -> atmosphere,Hotels
comment_7_617,heavy furniture <SEP> negative,"We needed to hire a moving company for the heavy furniture ( LR , BR , Kit , etc ) .   ",restaurant -> atmosphere,Automotive
comment_7_618,hidden gem <SEP> positive,I consider it a hidden gem since it deserves a lot more attention that it receives .,restaurant -> atmosphere,Restaurants
comment_7_618,hidden gem <SEP> positive,This is definitely a hidden gem in Vegas .,restaurant -> atmosphere,Arts & Entertainment
comment_7_619,hidden gem place <SEP> positive,This place is a hidden gem .,restaurant -> atmosphere,Beauty & Spas
comment_7_620,hidden treasure <SEP> positive,This place is such a hidden treasure .,restaurant -> atmosphere,Restaurants
comment_7_621,high end hotel rooms <SEP> positive,They are definitely high end hotel rooms and also very clean .  ,restaurant -> atmosphere,Hotels
comment_7_622,high energy show <SEP> positive,This is a very high energy show that 's a lot if fun .  ,restaurant -> atmosphere,Arts & Entertainment
comment_7_623,high quality robes <SEP> positive,"Massage table linens and robes , high quality .",restaurant -> atmosphere,Beauty & Spas
comment_7_624,high quality work <SEP> positive,"They are genuine , friendly and most of all do high quality work .",restaurant -> atmosphere,Automotive
comment_7_625,high seat <SEP> positive,"The seat we had was high , but was a great view .",restaurant -> atmosphere,Arts & Entertainment
comment_7_626,high standards for entertainment <SEP> positive,"Growing up listening to classic songs from the 50 's , 60 's & 70 's , I have very high standards for entertainment , and living in Las Vegas for the past 20 years",restaurant -> atmosphere,Arts & Entertainment
comment_7_627,higher parking <SEP> negative,Pricing for parking was higher than stated on website and they would n't fix that charge for us,restaurant -> atmosphere,Hotels
comment_7_628,higher quality <SEP> positive,"It tends to be a little more expensive than other sandwich places , but the quality is much higher .",restaurant -> atmosphere,Restaurants
comment_7_629,highlight sculpture display <SEP> negative,Sculpture display was a highlight .,restaurant -> atmosphere,Arts & Entertainment
comment_7_630,highly enjoyed christmas show <SEP> positive,Highly enjoyed the Christmas show .,restaurant -> atmosphere,Arts & Entertainment
comment_7_631,highly entertaining show <SEP> positive,The Chippendales put on a fantastic and highly entertaining show !  ,restaurant -> atmosphere,Arts & Entertainment
comment_7_632,highly skilled hair stylist <SEP> positive,Highly skilled hair stylist here .,restaurant -> atmosphere,Beauty & Spas
comment_7_633,hilarious show <SEP> positive,"Anyway , the show was hilarious , very well done , our entire group of 12 girls loved it .  ",restaurant -> atmosphere,Arts & Entertainment
comment_7_634,hip furniture <SEP> negative,"So what if the furniture is n't "" hip "" , it 's clean and comfortable .   ",restaurant -> atmosphere,Hotels
comment_7_635,hip vibe <SEP> positive,It 's also clean and has a hip vibe to it .,restaurant -> atmosphere,Restaurants
comment_7_636,historic mall <SEP> positive,Eaton Centre is a historic mall of downtown Toronto that I 've been to many times in my youth .,restaurant -> atmosphere,Beauty & Spas
comment_7_637,historical hotel <SEP> positive,Historical hotel where many dignitaries stay while in Toronto .  ,restaurant -> atmosphere,Hotels
comment_7_638,homey environment <SEP> positive,The environment was homey but definetly does need a little bit of renovation .,restaurant -> atmosphere,Restaurants
comment_7_639,horrible experience <SEP> negative,Simply horrible experience .,restaurant -> atmosphere,Automotive
comment_7_639,horrible experience <SEP> negative,Horrible experience .,restaurant -> atmosphere,Hotels
comment_7_640,horrible experiences <SEP> negative,i had nothing but horrible experiences with the finance guys previous to this .,restaurant -> atmosphere,Automotive
comment_7_641,horrible massage <SEP> negative,The massage was horrible ! !,restaurant -> atmosphere,Beauty & Spas
comment_7_642,horrible room cleaning <SEP> negative,The room cleaning is horrible,restaurant -> atmosphere,Hotels
comment_7_643,horrible rooms <SEP> negative,"The rooms however , are horrible .",restaurant -> atmosphere,Hotels
comment_7_644,horrible wireless connection <SEP> negative,Wireless connection at this place is HORRIBLE .,restaurant -> atmosphere,Hotels
comment_7_645,huge hot tub <SEP> positive,The hot tub is huge and very relaxing in the evening .,restaurant -> atmosphere,Hotels
comment_7_646,huge mall <SEP> positive,Such a huge mall !,restaurant -> atmosphere,Beauty & Spas
comment_7_647,huge parking garage <SEP> positive,There 's a huge parking garage nearby that you do n't have to pay to park at .,restaurant -> atmosphere,Arts & Entertainment
comment_7_648,huge place <SEP> positive,"First of all , this place is huge !",restaurant -> atmosphere,Beauty & Spas
comment_7_649,huge tub living room area <SEP> positive,Two rooms balcony huge tub living room area .,restaurant -> atmosphere,Hotels
comment_7_650,ideal atmosphere <SEP> positive,The service and atmosphere were ideal as well .,restaurant -> atmosphere,Restaurants
comment_7_651,ideal everything <SEP> positive,Everything was ideal .,restaurant -> atmosphere,Automotive
comment_7_652,immaculate quality <SEP> positive,You get exactly what you pay for & the quality is immaculate !,restaurant -> atmosphere,Beauty & Spas
comment_7_653,immaculate room <SEP> positive,The room was immaculate and very comfortable .  ,restaurant -> atmosphere,Hotels
comment_7_654,impressed décor <SEP> positive,We were impressed with the décor and it felt very upscale as well .  ,restaurant -> atmosphere,Restaurants
comment_7_655,impressive nails <SEP> positive,They also used dip powder on my manicure and my nails still look perfect which is impressive since I 'm always using my hands !,restaurant -> atmosphere,Beauty & Spas
comment_7_656,impressive performers <SEP> positive,The performers were impressive - especially with their singing skills .  ,restaurant -> atmosphere,Arts & Entertainment
comment_7_657,inaccurate information <SEP> negative,"Also , side note the dealership , Mellisa G specifically , commented on this post with inaccurate information and I do have photos of the day of expiry of the service .",restaurant -> atmosphere,Automotive
comment_7_658,incredible cable <SEP> positive,You can get a king room here with a great CN tower view and incredible cable for under $ 200 .   ,restaurant -> atmosphere,Hotels
comment_7_659,incredible experience <SEP> positive,We had an incredible experience at Bill Luke Tempe with our sales specialist Tony Cole .,restaurant -> atmosphere,Automotive
comment_7_660,incredible flavor <SEP> positive,ranch - the flavor is incredible ! ! !,restaurant -> atmosphere,Restaurants
comment_7_661,incredible massage <SEP> positive,"Incredible massage with the pedi , too !",restaurant -> atmosphere,Beauty & Spas
comment_7_662,incredible room <SEP> positive,The room was incredible .,restaurant -> atmosphere,Hotels
comment_7_663,incredible show <SEP> positive,I loved this incredible show .,restaurant -> atmosphere,Arts & Entertainment
comment_7_664,incredible view <SEP> positive,The view was incredible .,restaurant -> atmosphere,Arts & Entertainment
comment_7_664,incredible view <SEP> positive,The view from the room is incredible ! !,restaurant -> atmosphere,Hotels
comment_7_665,incredible wings <SEP> positive,Incredible wings ! !,restaurant -> atmosphere,Restaurants
comment_7_666,incredibly dated building <SEP> negative,incredibly dated building in need of massive refurbishment .  ,restaurant -> atmosphere,Hotels
comment_7_667,incredibly peaceful facial massage <SEP> positive,She stared with a facial massage that was incredibly peaceful .,restaurant -> atmosphere,Beauty & Spas
comment_7_668,incredibly thin walls <SEP> negative,Walls incredibly thin and you can hear full conversations in the next room if you 're unlucky enough like us to have an adjoining door .  ,restaurant -> atmosphere,Hotels
comment_7_669,insane place <SEP> negative,This place is absolutely insane !,restaurant -> atmosphere,Restaurants
comment_7_670,intense car process <SEP> positive,"Erick was very pleasant to work with and very straightforward about the entire car process , for someone like me that is huge because I get really anxious and intense about buying a new car .",restaurant -> atmosphere,Automotive
comment_7_671,interesting facts <SEP> positive,I learned some interesting facts about it,restaurant -> atmosphere,Hotels
comment_7_672,interesting stores <SEP> positive,Some interesting stores ....,restaurant -> atmosphere,Beauty & Spas
comment_7_673,intimate atmosphere <SEP> positive,"We were seated at a corner table , very nice and intimate atmosphere .",restaurant -> atmosphere,Restaurants
comment_7_674,intimate setting <SEP> positive,I suggest seeing this show now in this intimate setting ! !,restaurant -> atmosphere,Arts & Entertainment
comment_7_675,intimidate setting <SEP> negative,There are a variety of acts in an intimidate setting that continue to keep the audience engaged !,restaurant -> atmosphere,Arts & Entertainment
comment_7_676,inviting environment <SEP> positive,Very low pressure and inviting environment .,restaurant -> atmosphere,Automotive
comment_7_677,inviting sports bar <SEP> positive,He overall atmosphere is an inviting sports bar .,restaurant -> atmosphere,Restaurants
comment_7_678,isolated experience <SEP> negative,Hopefully our experience this visit will be isolated .,restaurant -> atmosphere,Restaurants
comment_7_679,issue parking <SEP> negative,Parking has been an issue at times .  ,restaurant -> atmosphere,Hotels
comment_7_680,joke parking <SEP> negative,Parking is a joke .,restaurant -> atmosphere,Hotels
comment_7_681,joyful atmosphere <SEP> positive,The Ambience and atmosphere although is joyful .,restaurant -> atmosphere,Restaurants
comment_7_682,jumping area <SEP> negative,After a game the area is jumping .  ,restaurant -> atmosphere,Arts & Entertainment
comment_7_683,kid friendly magic show <SEP> positive,but I read many great reviews and how Xavier 's magic show was kid friendly .,restaurant -> atmosphere,Arts & Entertainment
comment_7_684,killer view <SEP> positive,The boys were the last to race on a Monday night and the location has a killer view of the Hotels on the Strip and the Jets landing at the airport!.,restaurant -> atmosphere,Arts & Entertainment
comment_7_685,lack of affordable parking <SEP> negative,A huge disappointment was the lack of affordable parking provided by the hotel .,restaurant -> atmosphere,Hotels
comment_7_686,lack of parking <SEP> negative,Do n't even get me started on the lack of parking .,restaurant -> atmosphere,Hotels
comment_7_687,large atmosphere <SEP> positive,( Large selection ) atmosphere :   5 out of 10   ,restaurant -> atmosphere,Restaurants
comment_7_688,large projector screen <SEP> positive,The suite had a large projector screen which made Sunday Football more enjoyable to watch !  ,restaurant -> atmosphere,Hotels
comment_7_689,least stressful move <SEP> negative,This was the least stressful move I have had in a very long time .,restaurant -> atmosphere,Automotive
comment_7_690,legit beds <SEP> positive,Their beds are legit !,restaurant -> atmosphere,Hotels
comment_7_691,light elegance colors <SEP> positive,They also offer Light Elegance colors which is my favorite and rare to find .,restaurant -> atmosphere,Beauty & Spas
comment_7_692,light hearted musical show <SEP> positive,It 's an absolute must see for someone who just wants a light hearted musical show to cap off their Vegas evening .  ,restaurant -> atmosphere,Arts & Entertainment
comment_7_693,like atmosphere <SEP> positive,- I like the atmosphere !,restaurant -> atmosphere,Restaurants
comment_7_694,like bar <SEP> positive,I really like this bar !,restaurant -> atmosphere,Arts & Entertainment
comment_7_695,like dim sum <SEP> positive,It 's nice that there are some dim sum like dishes --- shrimp dumplings and pork sumai .,restaurant -> atmosphere,Restaurants
comment_7_696,like music venue <SEP> positive,I like the concept - music venue + coffee shop .,restaurant -> atmosphere,Arts & Entertainment
comment_7_697,like rooms <SEP> positive,I really like the rooms .,restaurant -> atmosphere,Hotels
comment_7_698,like seats <SEP> positive,I like the reclining seats .,restaurant -> atmosphere,Arts & Entertainment
comment_7_699,like upstairs sitting <SEP> positive,I like how they have the upstairs sitting .  ,restaurant -> atmosphere,Restaurants
comment_7_700,liked decor <SEP> positive,and I liked the decor .,restaurant -> atmosphere,Restaurants
comment_7_701,liked everything <SEP> positive,I have liked everything that I have tried here .,restaurant -> atmosphere,Restaurants
comment_7_702,liked fireplace <SEP> positive,I liked the fireplace in the wine bar ( especially on a negative degree night ) .  ,restaurant -> atmosphere,Restaurants
comment_7_703,limited parking <SEP> negative,A little bit tough to find ... they 're in the very back of the shopping center and parking can be limited .,restaurant -> atmosphere,Automotive
comment_7_703,limited parking <SEP> negative,"Parking is limited , and not free .",restaurant -> atmosphere,Arts & Entertainment
comment_7_703,limited parking <SEP> negative,"I was n't thrilled with the $ 30/night required valet parking , but like most big cities , parking is limited .",restaurant -> atmosphere,Hotels
comment_7_704,little amusement park <SEP> positive,you all will enjoy this little amusement park .,restaurant -> atmosphere,Arts & Entertainment
comment_7_705,little nice hotel <SEP> positive,I have very little nice to say about this hotel .,restaurant -> atmosphere,Hotels
comment_7_706,live acoustic music <SEP> positive,They usually have a live acoustic music to entertain you .,restaurant -> atmosphere,Arts & Entertainment
comment_7_707,live mariachi music <SEP> positive,Live Mariachi music Friday nights .,restaurant -> atmosphere,Restaurants
comment_7_708,lively vibe <SEP> positive,They kept the vibe lively and entertaining .,restaurant -> atmosphere,Arts & Entertainment
comment_7_709,local gem <SEP> positive,This place is a local gem .  ,restaurant -> atmosphere,Automotive
comment_7_710,long standing place <SEP> negative,This place is is a long standing staple for Hendo folk .  ,restaurant -> atmosphere,Restaurants
comment_7_711,loose antenna <SEP> negative,They also noticed my antenna was loose and tightened it up for me .,restaurant -> atmosphere,Automotive
comment_7_712,lots of fun amusement park portion <SEP> positive,The amusement park portion of the facility is lots of fun .,restaurant -> atmosphere,Arts & Entertainment
comment_7_713,loud music <SEP> negative,but it 's like getting a massage in a hospital next to a strip club loud music next door and the rooms are n't even separated .,restaurant -> atmosphere,Beauty & Spas
comment_7_714,loud nascar event <SEP> negative,NASCAR event was right outside our hotel so it was as loud as can be .,restaurant -> atmosphere,Hotels
comment_7_715,love ambience <SEP> positive,We love the ambience inside .,restaurant -> atmosphere,Restaurants
comment_7_716,love atmosphere <SEP> positive,"Love the atmosphere , and decor .",restaurant -> atmosphere,Restaurants
comment_7_716,love atmosphere <SEP> positive,I love the atmosphere ! ! !   ,restaurant -> atmosphere,Automotive
comment_7_717,love bar <SEP> positive,Love the bar and terrace balcony .,restaurant -> atmosphere,Arts & Entertainment
comment_7_718,love casino <SEP> positive,I have to admit that I love the casino and the restaurants,restaurant -> atmosphere,Arts & Entertainment
comment_7_719,love concept <SEP> positive,I love the concept of the Dumpling Haus .,restaurant -> atmosphere,Restaurants
comment_7_720,love decor <SEP> positive,love the decor .,restaurant -> atmosphere,Arts & Entertainment
comment_7_720,love decor <SEP> positive,Love the decor ! !,restaurant -> atmosphere,Restaurants
comment_7_720,love decor <SEP> positive,Love the decor and ode to NY sports !,restaurant -> atmosphere,Beauty & Spas
comment_7_721,love deserts <SEP> positive,"I also love their deserts , especially the fruit tart and bread pudding .",restaurant -> atmosphere,Restaurants
comment_7_722,love design <SEP> positive,I love the design of the hotel .,restaurant -> atmosphere,Hotels
comment_7_723,love glitter walls <SEP> positive,I am in love with the glitter walls !,restaurant -> atmosphere,Beauty & Spas
